Age	Gender	Ethnic Group Description	Subject Catalog Nbr	Instruction Mode Group	Session	Official Grade	
43	Female	White	ACG2021	3	8	B	
40	Female	White	ACG2021	3	14	A	
20	Female	White	ACG2021	3	14	B	
39	Female	White	ACG2021	3	14	A	
20	Female	White	ACG2021	3	8	D	
23	Female	Hispanic/Latino	ACG2021	3	14	A	
18	Male	White	ACG2021	3	14	A	
25	Female	Hispanic/Latino	ACG2021	3	14	C	
32	Female	White	ACG2021	3	8	C	
25	Female	Hispanic/Latino	ACG2021	3	14	A	
39	Female	Black/African American	ACG2021	3	14	WF	
40	Male	White	ACG2021	3	14	B	
27	Female	White	ACG2021	3	8	B	
25	Female	Hispanic/Latino	ACG2021	3	14	A	
25	Male	White	ACG2021	3	14	C	
41	Male	White	ACG2021	3	14	B	
40	Female	White	ACG2021	3	8	A	
40	Male	Hispanic/Latino	ACG2021	3	14	W	
28	Female	White	ACG2021	3	14	A	
25	Female	White	ACG2021	3	14	C	
49	Male	Hispanic/Latino	ACG2021	3	8	B	
21	Female	White	ACG2021	3	14	C	
25	Male	White	ACG2021	3	14	W	
22	Female	Hispanic/Latino	ACG2021	3	14	F	
22	Male	White	ACG2021	3	8	C	
29	Male	White	ACG2021	3	14	B	
29	Female	White	ACG2021	3	14	A	
63	Male	White	ACG2021	3	14	C	
57	Female	White	ACG2021	3	8	A	
23	Male	Hispanic/Latino	ACG2021	3	14	C	
22	Male	White	ACG2021	3	14	C	
20	Male	White	ACG2021	3	14	F	
20	Male	American Indian/Alaska Native	ACG2021	3	8	C	
51	Female	White	ACG2021	3	14	A	
23	Female	White	ACG2021	3	14	C	
21	Male	White	ACG2021	3	14	W	
28	Male	White	ACG2021	3	8	WF	
33	Male	Black/African American	ACG2021	3	14	W	
32	Female	Hispanic/Latino	ACG2021	3	14	B	
54	Female	Black/African American	ACG2021	3	14	C	
45	Female	Black/African American	ACG2021	3	8	B	
32	Male	Black/African American	ACG2021	3	14	A	
21	Male	Asian	ACG2021	3	14	B	
20	Male	Black/African American	ACG2021	3	14	B	
21	Female	Black/African American	ACG2021	3	8	B	
28	Female	Hispanic/Latino	ACG2021	3	14	C	
33	Male	Black/African American	ACG2021	3	14	F	
38	Female	White	ACG2021	3	14	A	
21	Male	White	ACG2021	3	8	C	
43	Female	Black/African American	ACG2021	1	14	C	
52	Female	White	ACG2021	1	14	A	
41	Male	Asian	ACG2021	1	14	A	
41	Female	White	ACG2021	1	8	C	
23	Female	White	ACG2021	1	14	C	
33	Female	Hispanic/Latino	ACG2021	1	14	B	
38	Unknown	White	ACG2021	1	14	A	
22	Female	Asian	ACG2021	1	8	D	
32	Female	Hispanic/Latino	ACG2021	1	14	B	
22	Male	Hispanic/Latino	ACG2021	1	14	B	
30	Female	Black/African American	ACG2021	1	14	D	
32	Male	White	ACG2021	1	8	A	
27	Female	Multi-Ethnic	ACG2021	1	14	B	
28	Female	White	ACG2021	1	14	F	
46	Female	Black/African American	ACG2021	1	14	C	
33	Female	White	ACG2021	1	8	A	
41	Female	Black/African American	ACG2021	1	14	C	
25	Male	Hispanic/Latino	ACG2021	1	14	B	
27	Female	White	ACG2021	1	14	F	
30	Female	Not Specified	ACG2021	1	8	C	
24	Male	Asian	ACG2021	1	14	C	
24	Female	Black/African American	ACG2021	1	14	F	
22	Female	White	ACG2021	1	14	B	
25	Male	White	ACG2021	1	8	A	
22	Male	Asian	ACG2021	1	14	D	
23	Female	White	ACG2021	1	14	C	
28	Male	Hispanic/Latino	ACG2021	1	14	A	
63	Female	White	ACG2021	3	8	C	
39	Female	White	ACG2021	3	14	A	
23	Female	Black/African American	ACG2021	3	14	WF	
29	Female	Black/African American	ACG2021	3	14	C	
26	Male	White	ACG2021	3	8	B	
47	Female	White	ACG2021	3	14	A	
23	Female	Asian	ACG2021	3	14	A	
53	Male	Black/African American	ACG2021	3	14	WF	
32	Female	Black/African American	ACG2021	3	8	W	
22	Male	White	ACG2021	3	14	A	
50	Male	White	ACG2021	3	14	B	
21	Female	Multi-Ethnic	ACG2021	3	14	A	
45	Female	White	ACG2021	3	8	B	
30	Female	White	ACG2021	3	14	C	
38	Male	Hispanic/Latino	ACG2021	3	14	C	
20	Male	Asian	ACG2021	3	14	A	
25	Male	White	ACG2021	3	8	B	
30	Male	White	ACG2021	3	14	B	
23	Female	White	ACG2021	3	14	A	
22	Male	Black/African American	ACG2021	3	14	B	
37	Male	White	ACG2021	3	8	A	
36	Female	Hispanic/Latino	ACG2021	3	14	A	
21	Male	White	ACG2021	3	14	WF	
22	Male	White	ACG2021	1	14	A	
42	Unknown	White	ACG2021	1	8	B	
26	Female	White	ACG2021	1	14	A	
23	Male	White	ACG2021	1	14	B	
21	Female	Asian	ACG2021	1	14	A	
30	Female	White	ACG2021	3	8	C	
19	Male	White	ACG2021	3	14	C	
36	Male	White	ACG2021	3	14	C	
25	Male	White	ACG2021	3	14	F	
22	Male	White	ACG2021	3	8	A	
29	Male	Black/African American	ACG2021	3	14	C	
36	Female	White	ACG2021	3	14	B	
20	Male	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	8	A	
20	Female	White	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	A	
20	Unknown	White	ACG2021	1	8	A	
20	Male	White	ACG2021	1	14	A	
19	Male	White	ACG2021	1	14	A	
19	Male	White	ACG2021	1	14	B	
29	Male	Not Specified	ACG2021	1	8	C	
19	Female	White	ACG2021	1	14	A	
23	Female	Black/African American	ACG2021	1	14	D	
27	Female	White	ACG2021	1	14	A	
34	Female	White	ACG2021	1	8	B	
31	Male	White	ACG2021	1	14	W	
45	Female	White	ACG2021	1	14	A	
29	Female	Black/African American	ACG2021	1	14	B	
29	Male	Hispanic/Latino	ACG2021	1	8	A	
23	Female	White	ACG2021	1	14	B	
24	Female	White	ACG2021	1	14	A	
23	Male	White	ACG2021	1	14	B	
28	Female	White	ACG2021	1	8	C	
24	Male	White	ACG2021	1	14	A	
22	Female	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	A	
22	Male	White	ACG2021	1	8	B	
53	Male	White	ACG2021	1	14	A	
23	Unknown	Asian	ACG2021	1	14	A	
36	Male	Multi-Ethnic	ACG2021	1	14	A	
33	Male	White	ACG2021	1	8	A	
35	Male	White	ACG2021	1	14	A	
21	Female	American Indian/Alaska Native	ACG2021	1	14	C	
24	Female	Hispanic/Latino	ACG2021	1	14	C	
35	Female	Black/African American	ACG2021	1	8	D	
20	Male	White	ACG2021	1	14	A	
30	Male	Multi-Ethnic	ACG2021	1	14	B	
47	Female	Hispanic/Latino	ACG2021	1	14	D	
23	Male	Black/African American	ACG2021	1	8	B	
20	Female	Asian	ACG2021	1	14	A	
26	Female	White	ACG2021	1	14	C	
27	Female	Not Specified	ACG2021	1	14	B	
40	Male	White	ACG2021	1	8	A	
38	Female	White	ACG2021	1	14	A	
30	Male	Black/African American	ACG2021	1	14	A	
31	Female	White	ACG2021	1	14	A	
27	Male	White	ACG2021	1	8	B	
35	Female	Black/African American	ACG2021	1	14	W	
21	Male	White	ACG2021	1	14	F	
36	Unknown	Not Specified	ACG2021	1	14	C	
20	Male	White	ACG2021	1	8	B	
19	Unknown	Hispanic/Latino	ACG2021	1	14	B	
21	Male	White	ACG2021	1	14	A	
20	Female	Hispanic/Latino	ACG2021	1	14	A	
19	Male	White	ACG2021	1	8	A	
20	Female	White	ACG2021	1	14	B	
20	Unknown	White	ACG2021	1	14	A	
20	Female	Hispanic/Latino	ACG2021	1	14	B	
22	Male	Asian	ACG2021	1	8	A	
21	Male	White	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	A	
36	Male	Black/African American	ACG2021	1	14	C	
31	Female	White	ACG2021	1	8	C	
32	Female	White	ACG2021	1	14	A	
23	Female	White	ACG2021	1	14	C	
24	Male	White	ACG2021	1	14	A	
31	Female	White	ACG2021	1	8	C	
21	Male	Hispanic/Latino	ACG2021	1	14	B	
31	Female	White	ACG2021	1	14	C	
24	Male	White	ACG2021	1	14	B	
35	Female	Black/African American	ACG2021	1	8	C	
23	Female	White	ACG2021	1	14	WF	
35	Male	Black/African American	ACG2021	1	14	W	
23	Male	Hispanic/Latino	ACG2021	1	14	W	
36	Female	White	ACG2021	1	8	A	
60	Female	Black/African American	ACG2021	1	14	C	
22	Female	White	ACG2021	1	14	A	
38	Male	White	ACG2021	1	14	C	
21	Female	White	ACG2021	2	8	A	
37	Female	Black/African American	ACG2021	1	14	C	
29	Female	Hispanic/Latino	ACG2021	1	14	A	
42	Female	Black/African American	ACG2021	1	14	B	
36	Female	White	ACG2021	1	8	A	
26	Male	White	ACG2021	1	14	C	
29	Female	Hispanic/Latino	ACG2021	1	14	C	
28	Male	White	ACG2021	1	14	C	
23	Male	Hispanic/Latino	ACG2021	2	8	B	
21	Male	White	ACG2021	2	14	A	
22	Female	White	ACG2021	2	14	B	
23	Female	White	ACG2021	2	14	B	
33	Female	Not Specified	ACG2021	2	8	A	
22	Female	White	ACG2021	2	14	A	
32	Female	Not Specified	ACG2021	2	14	B	
33	Female	White	ACG2021	1	14	B	
54	Male	White	ACG2021	1	8	A	
44	Female	Black/African American	ACG2021	1	14	B	
44	Female	White	ACG2021	1	14	B	
23	Female	White	ACG2021	1	14	B	
44	Female	Black/African American	ACG2021	1	8	A	
51	Female	White	ACG2021	1	14	A	
62	Female	White	ACG2021	1	14	C	
22	Female	Hispanic/Latino	ACG2021	1	14	C	
23	Female	White	ACG2021	1	8	B	
47	Female	White	ACG2021	1	14	A	
24	Male	White	ACG2021	2	14	B	
22	Male	American Indian/Alaska Native	ACG2021	2	14	W	
20	Female	White	ACG2021	2	8	B	
20	Male	White	ACG2021	2	14	A	
21	Male	Hispanic/Latino	ACG2021	2	14	D	
21	Female	White	ACG2021	2	14	A	
22	Female	Hispanic/Latino	ACG2021	2	8	A	
21	Female	Asian	ACG2021	2	14	A	
23	Male	White	ACG2021	2	14	A	
24	Male	Not Specified	ACG2021	2	14	B	
21	Female	White	ACG2021	2	8	C	
25	Male	Hispanic/Latino	ACG2021	2	14	A	
22	Male	Hispanic/Latino	ACG2021	2	14	A	
27	Female	Hispanic/Latino	ACG2021	1	14	A	
58	Female	White	ACG2021	1	8	A	
36	Female	White	ACG2021	1	14	A	
24	Female	White	ACG2021	1	14	B	
40	Female	Hispanic/Latino	ACG2021	1	14	A	
27	Female	White	ACG2021	1	8	D	
21	Male	White	ACG2021	1	14	A	
34	Female	White	ACG2021	1	14	C	
47	Female	White	ACG2021	1	14	WF	
48	Male	White	ACG2021	1	8	A	
22	Male	White	ACG2021	1	14	W	
33	Female	White	ACG2021	1	14	B	
26	Female	White	ACG2021	1	14	B	
35	Female	White	ACG2021	1	8	B	
26	Female	Multi-Ethnic	ACG2021	1	14	A	
27	Female	Hispanic/Latino	ACG2021	1	14	B	
32	Female	White	ACG2021	1	14	A	
27	Female	Black/African American	ACG2021	1	8	B	
28	Female	White	ACG2021	1	14	A	
22	Female	Black/African American	ACG2021	1	14	B	
32	Male	Hispanic/Latino	ACG2021	1	14	A	
22	Male	Black/African American	ACG2021	1	8	W	
21	Male	White	ACG2021	1	14	F	
22	Male	White	ACG2021	1	14	A	
30	Female	Black/African American	ACG2021	1	14	W	
30	Male	White	ACG2021	1	8	WF	
25	Female	Not Specified	ACG2021	1	14	B	
26	Female	White	ACG2021	1	14	W	
24	Female	Black/African American	ACG2021	1	14	WF	
38	Female	Hispanic/Latino	ACG2021	1	8	W	
28	Female	White	ACG2021	1	14	A	
19	Male	White	ACG2021	2	14	A	
18	Male	White	ACG2021	2	14	A	
48	Female	Black/African American	ACG2021	2	8	B	
23	Male	White	ACG2021	2	14	A	
22	Male	Hispanic/Latino	ACG2021	2	14	A	
27	Male	White	ACG2021	2	14	B	
25	Male	Hispanic/Latino	ACG2021	2	8	A	
26	Male	White	ACG2021	2	14	C	
30	Female	White	ACG2021	1	14	A	
22	Female	Hispanic/Latino	ACG2021	2	14	C	
52	Female	White	ACG2021	2	8	A	
38	Male	White	ACG2021	2	14	A	
23	Female	Multi-Ethnic	ACG2021	2	14	F	
58	Male	White	ACG2021	1	14	A	
56	Female	White	ACG2021	1	8	A	
21	Male	White	ACG2021	2	14	A	
20	Female	White	ACG2021	2	14	A	
34	Male	White	ACG2021	1	14	W	
22	Female	White	ACG2021	2	8	A	
47	Female	White	ACG2021	2	14	F	
20	Female	Black/African American	ACG2021	2	14	A	
19	Female	White	ACG2021	2	14	A	
20	Male	White	ACG2021	2	8	A	
22	Female	Asian	ACG2021	2	14	C	
33	Male	Black/African American	ACG2021	2	14	W	
21	Female	White	ACG2021	2	14	C	
48	Male	White	ACG2021	2	8	B	
45	Female	Black/African American	ACG2021	3	14	W	
20	Male	White	ACG2021	3	14	B	
37	Female	Hispanic/Latino	ACG2021	3	14	B	
20	Male	White	ACG2021	3	8	A	
27	Male	White	ACG2021	3	14	A	
20	Male	White	ACG2021	3	14	B	
34	Female	White	ACG2021	3	14	W	
27	Female	Multi-Ethnic	ACG2021	3	8	A	
28	Female	Black/African American	ACG2021	3	14	B	
29	Unknown	Black/African American	ACG2021	3	14	B	
25	Female	Hispanic/Latino	ACG2021	3	14	A	
25	Male	White	ACG2021	2	8	W	
24	Female	Asian	ACG2021	2	14	C	
20	Female	Black/African American	ACG2021	2	14	B	
21	Male	White	ACG2021	2	14	C	
27	Male	White	ACG2021	3	8	B	
23	Female	Asian	ACG2021	3	14	A	
20	Male	White	ACG2021	3	14	D	
25	Unknown	Black/African American	ACG2021	3	14	B	
27	Female	Black/African American	ACG2021	3	8	A	
24	Male	White	ACG2021	2	14	WF	
28	Female	Hispanic/Latino	ACG2021	2	14	B	
23	Female	White	ACG2021	2	14	C	
21	Male	White	ACG2021	2	8	C	
42	Male	Black/African American	ACG2021	3	14	F	
31	Female	White	ACG2021	3	14	A	
28	Male	Hispanic/Latino	ACG2021	2	14	W	
30	Male	White	ACG2021	2	8	A	
54	Male	White	ACG2021	2	14	B	
48	Male	Black/African American	ACG2021	2	14	A	
24	Male	Hispanic/Latino	ACG2021	3	14	A	
31	Female	White	ACG2021	3	8	A	
30	Female	White	ACG2021	3	14	A	
22	Female	White	ACG2021	3	14	D	
53	Female	Black/African American	ACG2021	3	14	W	
28	Male	White	ACG2021	3	8	A	
20	Female	White	ACG2021	2	14	A	
19	Female	White	ACG2021	2	14	A	
21	Female	White	ACG2021	2	14	B	
21	Unknown	Not Specified	ACG2021	2	8	B	
20	Female	White	ACG2021	2	14	A	
20	Male	White	ACG2021	2	14	A	
20	Male	White	ACG2021	3	14	A	
36	Female	Black/African American	ACG2021	3	8	WF	
21	Male	White	ACG2021	1	14	B	
20	Female	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	14	C	
20	Female	White	ACG2021	1	8	A	
21	Male	Black/African American	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	A	
22	Female	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	8	A	
20	Male	White	ACG2021	1	14	C	
20	Female	Asian	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	A	
19	Female	White	ACG2021	1	8	A	
21	Female	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	14	B	
19	Female	White	ACG2021	1	8	A	
21	Male	White	ACG2021	1	14	C	
20	Female	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	A	
22	Female	White	ACG2021	1	8	A	
20	Female	White	ACG2021	1	14	A	
22	Female	White	ACG2021	1	14	C	
24	Female	Black/African American	ACG2021	1	14	A	
36	Female	Not Specified	ACG2021	1	8	A	
24	Male	Black/African American	ACG2021	1	14	W	
25	Male	Black/African American	ACG2021	1	14	B	
40	Female	White	ACG2021	1	14	W	
50	Female	Black/African American	ACG2021	1	8	W	
24	Female	Asian	ACG2021	1	14	A	
43	Female	White	ACG2021	1	14	A	
32	Male	White	ACG2021	2	14	F	
21	Male	Hispanic/Latino	ACG2021	1	8	B	
41	Male	White	ACG2021	1	14	A	
18	Male	Asian	ACG2021	3	14	A	
21	Male	White	ACG2021	3	14	A	
18	Female	White	ACG2021	3	8	A	
19	Male	White	ACG2021	1	14	B	
28	Female	Multi-Ethnic	ACG2021	1	14	B	
21	Female	Black/African American	ACG2021	1	14	C	
21	Male	White	ACG2021	1	8	B	
20	Male	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	A	
26	Male	White	ACG2021	1	14	W	
20	Female	White	ACG2021	1	8	WF	
20	Unknown	Hispanic/Latino	ACG2021	1	14	C	
32	Female	White	ACG2021	1	14	C	
27	Male	White	ACG2021	1	14	C	
44	Male	White	ACG2021	1	8	A	
26	Female	White	ACG2021	1	14	A	
22	Male	White	ACG2021	1	14	F	
26	Female	Multi-Ethnic	ACG2021	1	14	C	
33	Male	White	ACG2021	1	8	W	
32	Male	Hispanic/Latino	ACG2021	1	14	C	
26	Female	White	ACG2021	1	14	A	
35	Male	American Indian/Alaska Native	ACG2021	1	14	W	
24	Female	Hispanic/Latino	ACG2021	1	8	B	
31	Female	White	ACG2021	1	14	A	
25	Unknown	White	ACG2021	1	14	WF	
23	Female	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	8	A	
20	Female	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	8	A	
20	Female	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	A	
25	Female	White	ACG2021	1	14	WF	
24	Male	Hispanic/Latino	ACG2021	1	8	A	
26	Female	White	ACG2021	1	14	A	
29	Male	Black/African American	ACG2021	1	14	W	
37	Female	White	ACG2021	1	14	A	
35	Male	White	ACG2021	1	8	A	
24	Female	Not Specified	ACG2021	3	14	B	
22	Female	White	ACG2021	1	14	A	
29	Male	White	ACG2021	1	14	B	
26	Male	White	ACG2021	3	8	W	
27	Female	Hispanic/Latino	ACG2021	3	14	A	
31	Female	White	ACG2021	1	14	C	
21	Male	White	ACG2021	3	14	A	
49	Female	White	ACG2021	1	8	A	
24	Male	White	ACG2021	1	14	B	
22	Female	White	ACG2021	1	14	B	
20	Female	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	8	A	
20	Male	White	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	A	
22	Female	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	8	A	
29	Female	Black/African American	ACG2021	3	14	F	
33	Male	Asian	ACG2021	1	14	F	
27	Female	White	ACG2021	1	14	F	
33	Male	White	ACG2021	3	8	B	
21	Male	White	ACG2021	1	14	B	
39	Male	Black/African American	ACG2021	3	14	F	
33	Female	White	ACG2021	3	14	C	
31	Female	Hispanic/Latino	ACG2021	1	8	F	
42	Female	White	ACG2021	1	14	A	
28	Female	White	ACG2021	1	14	A	
21	Female	Black/African American	ACG2021	3	14	B	
34	Female	White	ACG2021	1	8	A	
33	Female	Multi-Ethnic	ACG2021	1	14	A	
31	Unknown	White	ACG2021	1	14	F	
40	Female	White	ACG2021	1	14	A	
37	Female	White	ACG2021	1	8	A	
32	Female	Multi-Ethnic	ACG2021	1	14	F	
42	Female	Hispanic/Latino	ACG2021	1	14	A	
26	Female	Not Specified	ACG2021	1	14	C	
20	Unknown	White	ACG2021	1	8	A	
26	Male	White	ACG2021	1	14	F	
22	Male	White	ACG2021	2	14	D	
23	Male	White	ACG2021	3	14	C	
38	Female	White	ACG2021	1	8	F	
20	Female	White	ACG2021	1	14	B	
21	Unknown	Black/African American	ACG2021	1	14	W	
30	Female	Asian	ACG2021	2	14	A	
30	Female	White	ACG2021	1	8	A	
51	Female	White	ACG2021	1	14	A	
20	Female	Hispanic/Latino	ACG2021	1	14	A	
57	Female	Hispanic/Latino	ACG2021	1	14	B	
44	Female	Hispanic/Latino	ACG2021	1	8	B	
22	Unknown	Not Specified	ACG2021	1	14	A	
52	Female	White	ACG2021	1	14	B	
19	Female	White	ACG2021	2	14	A	
21	Male	White	ACG2021	2	8	A	
19	Female	White	ACG2021	2	14	A	
20	Female	White	ACG2021	2	14	B	
22	Female	White	ACG2021	2	14	F	
29	Male	White	ACG2021	2	8	A	
24	Male	White	ACG2021	2	14	C	
22	Female	White	ACG2021	2	14	A	
26	Male	White	ACG2021	2	14	C	
24	Male	Black/African American	ACG2021	2	8	C	
27	Female	White	ACG2021	2	14	B	
36	Female	White	ACG2021	2	14	C	
53	Female	White	ACG2021	2	14	W	
20	Female	Hispanic/Latino	ACG2021	2	8	A	
21	Female	White	ACG2021	2	14	WF	
24	Male	Black/African American	ACG2021	2	14	F	
39	Female	Black/African American	ACG2021	2	14	W	
21	Male	White	ACG2021	2	8	A	
28	Female	White	ACG2021	2	14	B	
41	Male	White	ACG2021	2	14	C	
20	Female	Asian	ACG2021	2	14	A	
29	Female	White	ACG2021	2	8	W	
46	Female	White	ACG2021	2	14	WF	
20	Male	White	ACG2021	2	14	F	
36	Male	Black/African American	ACG2021	2	14	WF	
29	Female	Hispanic/Latino	ACG2021	2	8	F	
22	Female	White	ACG2021	2	14	F	
24	Male	White	ACG2021	2	14	B	
33	Male	White	ACG2021	2	14	B	
20	Female	White	ACG2021	2	8	F	
21	Female	White	ACG2021	2	14	D	
38	Female	Black/African American	ACG2021	1	14	F	
46	Male	Black/African American	ACG2021	1	14	B	
25	Male	Black/African American	ACG2021	1	8	C	
53	Female	White	ACG2021	2	14	F	
20	Male	White	ACG2021	2	14	A	
31	Male	White	ACG2021	2	14	A	
24	Female	White	ACG2021	1	8	A	
21	Male	White	ACG2021	1	14	B	
30	Female	Hispanic/Latino	ACG2021	1	14	B	
29	Female	Hispanic/Latino	ACG2021	1	14	C	
21	Male	White	ACG2021	1	8	A	
21	Male	Hispanic/Latino	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	A	
26	Male	White	ACG2021	1	14	A	
33	Female	White	ACG2021	1	8	B	
29	Male	Hispanic/Latino	ACG2021	1	14	F	
28	Female	White	ACG2021	1	14	A	
19	Female	Hispanic/Latino	ACG2021	1	14	C	
32	Male	White	ACG2021	1	8	B	
20	Female	White	ACG2021	1	14	B	
21	Male	Hispanic/Latino	ACG2021	1	14	B	
24	Female	White	ACG2021	1	14	A	
21	Female	Black/African American	ACG2021	1	8	C	
28	Male	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	A	
29	Male	White	ACG2021	1	14	F	
21	Female	White	ACG2021	1	8	A	
20	Male	White	ACG2021	1	14	B	
29	Female	White	ACG2021	1	14	A	
21	Unknown	White	ACG2021	1	14	A	
49	Male	White	ACG2021	1	8	B	
54	Male	White	ACG2021	1	14	A	
25	Male	Hispanic/Latino	ACG2021	1	14	B	
27	Unknown	White	ACG2021	1	14	W	
33	Female	White	ACG2021	1	8	W	
33	Male	White	ACG2021	1	14	A	
30	Female	White	ACG2021	1	14	C	
25	Male	White	ACG2021	1	14	A	
27	Female	White	ACG2021	1	8	A	
21	Male	Not Specified	ACG2021	1	14	W	
42	Male	White	ACG2021	1	14	A	
34	Female	White	ACG2021	1	14	B	
60	Female	Black/African American	ACG2021	1	8	D	
20	Female	White	ACG2021	1	14	A	
22	Male	White	ACG2021	1	14	B	
43	Female	White	ACG2021	1	14	A	
26	Female	Hispanic/Latino	ACG2021	1	8	W	
52	Female	White	ACG2021	1	14	F	
20	Female	White	ACG2021	1	14	A	
30	Female	Hispanic/Latino	ACG2021	1	14	W	
22	Female	Multi-Ethnic	ACG2021	1	8	C	
31	Female	Black/African American	ACG2021	1	14	B	
23	Female	Asian	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	W	
36	Male	White	ACG2021	1	8	A	
26	Female	White	ACG2021	1	14	C	
26	Female	White	ACG2021	1	14	B	
23	Male	White	ACG2021	1	14	B	
41	Male	White	ACG2021	1	8	A	
23	Female	Asian	ACG2021	1	14	B	
50	Female	White	ACG2021	1	14	A	
27	Male	White	ACG2021	1	14	A	
27	Unknown	Not Specified	ACG2021	1	8	B	
40	Female	Hispanic/Latino	ACG2021	1	14	A	
33	Female	White	ACG2021	1	14	B	
33	Female	Asian	ACG2021	1	14	A	
20	Male	White	ACG2021	1	8	B	
20	Female	White	ACG2021	1	14	B	
21	Male	White	ACG2021	1	14	A	
34	Female	White	ACG2021	1	14	A	
21	Male	Asian	ACG2021	1	8	B	
21	Male	Not Specified	ACG2021	1	14	A	
34	Female	White	ACG2021	1	14	B	
22	Male	White	ACG2021	1	14	A	
27	Male	White	ACG2021	1	8	W	
23	Female	Multi-Ethnic	ACG2021	1	14	D	
23	Female	White	ACG2021	1	14	C	
31	Female	White	ACG2021	1	14	F	
33	Female	White	ACG2021	1	8	A	
25	Male	Hispanic/Latino	ACG2021	1	14	A	
40	Female	White	ACG2021	1	14	W	
23	Female	White	ACG2021	1	14	A	
30	Female	Black/African American	ACG2021	1	8	B	
23	Female	Hispanic/Latino	ACG2021	1	14	B	
23	Female	White	ACG2021	1	14	B	
30	Female	White	ACG2021	1	14	A	
32	Female	White	ACG2021	1	8	D	
19	Female	Hispanic/Latino	ACG2021	1	14	B	
53	Female	White	ACG2021	1	14	A	
45	Male	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	8	B	
20	Female	Asian	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	14	A	
19	Female	White	ACG2021	1	8	A	
20	Female	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	14	A	
29	Female	White	ACG2021	1	14	B	
50	Female	Black/African American	ACG2021	1	8	F	
32	Female	White	ACG2021	1	14	B	
18	Male	Multi-Ethnic	ACG2021	1	14	D	
27	Female	Black/African American	ACG2021	1	14	B	
36	Male	Hispanic/Latino	ACG2021	1	8	A	
26	Unknown	White	ACG2021	1	14	A	
39	Female	Hispanic/Latino	ACG2021	1	14	A	
21	Male	Not Specified	ACG2021	1	14	A	
20	Male	White	ACG2021	1	8	A	
19	Female	White	ACG2021	1	14	A	
38	Male	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	A	
19	Female	White	ACG2021	1	8	A	
20	Male	White	ACG2021	1	14	A	
26	Male	Hispanic/Latino	ACG2021	1	14	B	
44	Male	White	ACG2021	1	14	A	
26	Female	Hispanic/Latino	ACG2021	1	8	F	
21	Female	White	ACG2021	1	14	C	
45	Male	White	ACG2021	1	14	A	
26	Male	White	ACG2021	1	14	A	
44	Male	Black/African American	ACG2021	1	8	A	
19	Female	Hispanic/Latino	ACG2021	1	14	D	
22	Male	Not Specified	ACG2021	1	14	D	
62	Female	Black/African American	ACG2021	1	14	F	
26	Female	Black/African American	ACG2021	1	8	W	
25	Male	Black/African American	ACG2021	1	14	C	
32	Male	Hispanic/Latino	ACG2021	1	14	B	
27	Unknown	White	ACG2021	1	14	A	
30	Male	White	ACG2021	1	8	A	
19	Female	White	ACG2021	1	14	B	
21	Female	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	A	
21	Female	Asian	ACG2021	1	8	A	
42	Female	White	ACG2021	1	14	B	
30	Female	White	ACG2021	1	14	A	
34	Female	Black/African American	ACG2021	1	14	WF	
23	Male	White	ACG2021	1	8	B	
32	Female	White	ACG2021	1	14	F	
19	Female	White	ACG2021	1	14	B	
41	Male	White	ACG2021	1	14	F	
32	Female	White	ACG2021	1	8	F	
24	Female	White	ACG2021	1	14	C	
23	Male	White	ACG2021	1	14	C	
27	Female	White	ACG2021	1	14	B	
40	Male	Black/African American	ACG2021	1	8	WF	
42	Female	White	ACG2021	1	14	A	
22	Male	White	ACG2021	1	14	B	
26	Male	White	ACG2021	1	14	A	
35	Male	White	ACG2021	1	8	W	
19	Female	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	WF	
22	Male	Black/African American	ACG2021	1	14	C	
